,Video Title,Links,Channel Name,Duration,Views,Likes,No. of Comments,Days since Upload
126,India's Reform Drive | Decoding Budget 2023 Expectations | A Billion Ideas | English News | News18,https://www.youtube.com/watch?v=kivOz08v1FM,Parcham Classes,53:28,"2,615",12,1,34
127,Budget Highlights 2023 | My Top 3 Picks | CA Rachana Ranade,https://www.youtube.com/watch?v=mrhj4LqMZqY,WION,18:04,"237,452",6.6K,579,30
128,Budget 2023 To Recognize Contribution Of Indian Middle Class: Sources | Halftime Report | CNBC-TV18,https://www.youtube.com/watch?v=1iC3qyw5twQ,India Today,22:18,"4,933",28,2,35
129,Indian Budget 2023 | ABCD of Budget | Part 2 | Complete Detailed Analysis | UPSC 2023 | Madhukar Sir,https://www.youtube.com/watch?v=2lbZs1Techs,ABP NEWS,2:18:32,"21,357",1.9K,35,28
130,Union Budget 2023 Analysis & Opinion Session | Experts From The Indian Express,https://www.youtube.com/watch?v=qdQPcrVyIsk,Oneindia Hindi | वनइंडिया हिंदी,35:36,"3,378",28,2,30
131,Budget 2023: How & Why FM Should Rejig the Income Tax Regime? | India Tonight,https://www.youtube.com/watch?v=6EYbdXZkzJs,India Today,13:11,"4,831",36,8,56
132,Budget 2023: सस्ते भारतीय phones लेकिन फिर भी middle class ले रहा iPhone Panasonic Chairman Reaction,https://www.youtube.com/watch?v=QrY9fHN2HBU,Sakshi TV,25:44,"4,238",92,2,28
133,"Budget 2023 से खुश हुआ Taliban, PM Modi के नाम पर पढ़े कसीदे | वनइंडिया हिंदी",https://www.youtube.com/watch?v=vvusHG7p85c,Quint Hindi,3:18,"805,465",7.6K,231,28
134,Union Budget 2023: What Are The Key Touch Points Of Modi Govt Budget Likely To Be?,https://www.youtube.com/watch?v=pw9_Dbgo5G8,BYJU'S IAS,5:23,"3,240",20,3,30
135,Budget 2023 reactions: Here's what IIM-B students think of India's first 'Amrit Kaal' budget,https://www.youtube.com/watch?v=tNJxbm8blq8,IndiaTV,5:23,"2,422",33,0,30
136,Union Budget 2023 Highlights : बजट भाषण की अब तक की बड़ी बातें | जानिए क्या हुआ सस्ता और क्या महंगा?,https://www.youtube.com/watch?v=BhKQKMprKl0,Republic World,30:39,"17,111",Like,12,30
137,Complete Budget : 2023-24 | Concept + Current Affairs in 13 Hours | UPSC 2023 & 2024 | Madhukar Sir,https://www.youtube.com/watch?v=6vRimD35aEc,CNN-News18,,"41,665",3.2K,74,14
138,Union Budget 2023: ‘Public Investment Alone Would Not Suffice’ | Nirmala Sitharaman | India Budget,https://www.youtube.com/watch?v=9mFw8aM_Yd8,CA Rachana Phadke Ranade,44:15,"12,951",521,51,30
139,"Budget 2023: Sitharaman Outlines 7 Priorities To Guide India In 'Amrit Kaal', Calls Them 'Saptrishi'",https://www.youtube.com/watch?v=r82-mWtjBls,CNBC-TV18,25:44,"1,919",17,4,30
140,Budget 2023 : 'आज हमारी पर कैपिटल GDP Bangladesh के पीछे है' | AajTak | Latest News,https://www.youtube.com/watch?v=0O5ZqDWOHNc,Exam रस,1:04:12,"20,202",276,61,32
141,"Budget 2023: How To Read The Budget? | Fiscal Deficit, Revenue Expenditure, Receipts Explained",https://www.youtube.com/watch?v=w1LisajFiyA,The Indian Express,43:46,"6,858",283,41,34
142,Budget 2023 | 'Whole World is Looking at India's Budget': PM Modi,https://www.youtube.com/watch?v=dRHfn55at7E,ET NOW,23:41,"3,813",50,20,31
143,Explained: How The Union Budget Is Prepared | The Making Of The Union Budget | Budget 2023,https://www.youtube.com/watch?v=C2Zn62MyR8I,Dainik Jagran - दैनिक जागरण,2:43,"17,729",365,24,35
144,"BUDGET 2023-24: Khelo India पर मेहरबान सरकार, Sports Budget में हुई Bumper बढ़ोतरी | Sports Tak",https://www.youtube.com/watch?v=8tZT57QyNg8,CNBC-TV18,17:13,"7,399",203,12,30
145,Budget 2023 में Indian Army के लिए बड़े ऐलान से सन्नाटे में सारा Pakistan | PM Modi | Defence Budget,https://www.youtube.com/watch?v=ojyZz4l8y50,Oneindia Hindi | वनइंडिया हिंदी,1:55:35,"71,390",720,87,29
146,Budget 2023: Honest discussion with Wife! @AyushiChand,https://www.youtube.com/watch?v=sotz2JtDzqU,India Today,27:27,"442,448",14K,3476,31
147,Interesting Facts about Union Budget from 1947 - 2023 | UPSC Economy,https://www.youtube.com/watch?v=MhJX_o6N6LI,The Economic Times,15:38,"53,297",2.9K,42,30
148,Budget 2023 : India Hikes Defence Budget With Eye On China Border Row | Nationalist Hub,https://www.youtube.com/watch?v=HzHDubh3as4,IBC24,8:35,"32,888",1.8K,63,28
149,Union Budget 2023: India forecasts growth to slow to 6%-6.8% in 2023-24 | Latest News | WION,https://www.youtube.com/watch?v=uxwWMSa7_Cc,Let's Crack UPSC CSE Hindi,6:49,"2,710",28,15,30
150,Budget 2023 : 23 के बजट में दिखेगा 24 का ट्रेलर ? देखिए महाकवरेज दिनभर | Nirmala Sitharaman,https://www.youtube.com/watch?v=RiM2tovXn1c,TechWiser,58:05,"24,951",162,15,30
151,Inaugural Session: Webinar on Budget Announcements on Skill/Education,https://www.youtube.com/watch?v=k-Gh0Klm-1s,The Wire,15:15,"106,122",6.3K,1107,6
152,Budget 2023-2024 30 Most Important MCQs | Union Budget 23-24 by Bhunesh Sir,https://www.youtube.com/watch?v=RNsS11E2a7w,CNBC-TV18,45:32,"11,752",950,10,27
153,Union Budget 2023 Explained: Highlights | Important Budget related questions for Interview & exams,https://www.youtube.com/watch?v=ZfCHfpKBTtc,Aaj Tak,11:00:16,"24,991",991,13,30
154,So Sorry: 'AAM AADMI KA BUDGET'।Budget 2023। Modi Government। Nirmala Sitharaman | Latest News,https://www.youtube.com/watch?v=4Y-P2vvd6OA,moneycontrol,0:57,"99,082",4K,154,26
155,"Budget 2023: कैसे पढ़ेगा भारत, Nirmala Sitharaman ने Education Sector के लिए ये 'बड़ी' घोषणाएं कीं",https://www.youtube.com/watch?v=QnbqacoRWkA,The Quint,1:07:12,"12,037",432,21,30
156,How Union Budget 2023 May Impact Households? What To Be Costlier?,https://www.youtube.com/watch?v=quheG4JJjIs,The Indian Express,17:51,"30,711",300,23,30
157,Andhra Pradesh Model in Union Budget 2023-24 | FM Nirmala Sitharaman @SakshiTV,https://www.youtube.com/watch?v=oUunY1IIA3Q,Sports Tak,22:05,"20,125",234,23,29
158,Budget 2023 Trivia: 15 Interesting Things To Know About The Union Budget,https://www.youtube.com/watch?v=EGSUN4VLsi4,Aaj Tak,30:39,"6,425",54,2,35
159,Budget 2023 Key Highlights | Budget 2023 Key Points | Budget 2023 Summary | Budget 2023 Income Tax,https://www.youtube.com/watch?v=i94itMm7Jv0,Akshat Shrivastava,38:46,"72,742",1K,130,30
160,Union Budget 2023: Top 3 Sectors & My Views | Neha Nagar,https://www.youtube.com/watch?v=sJw9CuuOAeI,StudyIQ IAS,23:14,"9,995",721,142,29
161,Budget 2023 : बजट और मिडिल क्लास के पर वित्त मंत्री का बड़ा बयान | Hindi News | Nirmala Sitharaman,https://www.youtube.com/watch?v=nfNcv63fWq4,Nationalist Hub,14:51,"45,781",429,90,46
162,Budget 2023-24 Updates LIVE - India Union Budget। Economic Survey | News24 | PM Modi,https://www.youtube.com/watch?v=d7eUeTj9694,WION,32:58,"13,835",89,4,30
163,Budget 2023 : पुरानी और New Tax Regime के बीच का फर्क समझिए | EXPLAINED,https://www.youtube.com/watch?v=8gGXts7LxQA,ABP NEWS,14:49,"52,199",401,83,30
164,Union Budget 2023 | Key updates on personal income tax,https://www.youtube.com/watch?v=ZeMp5qJt9W0,Ministry of Education Government of India,15:11,"19,695",267,12,30
165,News Today With Rajdeep Sardesai Live: Union Budget 2023 | Sashi Tharoor Vs Jay Panda Exclusive Live,https://www.youtube.com/watch?v=GT36s-IufNo,Class24,1:02:40,"20,135",104,27,30
166,Union Budget 2023-24 Live | Nirmala Sitharaman Latest Updates | Budget Speech | Times Now,https://www.youtube.com/watch?v=W2AAUAmOV3M,Studybuzz Education - MBA preparation,16:34,"88,854",552,3,30
167,Union Budget 2023: 7 Priorities In Union Budget 2023 To Guide India Through 'Amrit Kaal',https://www.youtube.com/watch?v=YxjSCTPs55c,SoSorry,1:55:35,"13,306",109,3,30
168,बजट आने वाला है... क्या-क्या मिलने वाला है ? | Budget 2023 | Nirmala Sitharaman | ABP News,https://www.youtube.com/watch?v=jxmP4xDA-Xk,The Lallantop,22:20,"34,348",309,21,31
169,200 CRORE For AFGHANISTAN In INDIA's BUDGET 2023-24 | Pakistan Public Shocking Reaction | Sana Amjad,https://www.youtube.com/watch?v=fMaMBzeAau4,Kanak News,33:27,"227,100",6.1K,1316,27
170,Top Highlights of Union Budget 2023-24 | Union Budget Key Highlights | Union Budget,https://www.youtube.com/watch?v=zeO0q8ksP3U,Sakshi TV,24:50,"18,692",520,23,30
171,Budget 2023 | 'Whole World is Looking at India's Budget': PM Modi,https://www.youtube.com/watch?v=dRHfn55at7E,moneycontrol,9:50,"3,813",50,20,31
172,Union Budget 2023 LIVE: abp न्यूज पर बजट की लगातार कवरेज। India Union Budget। Economic Survey,https://www.youtube.com/watch?v=GwIIJBq_C4A,MyOnlineCA,16:06,"30,277",300,12,30
173,Budget 2023-24 : Income rebate limit increased to Rs 7 lakh from Rs 5 lakh in new tax regime - TV9,https://www.youtube.com/watch?v=6hKg6BbQ3aQ,Neha Nagar,2:06,"43,452",Like,36,30
174,PM Shri Narendra Modi's remarks on Union Budget 2023-24. #AmritKaalBudget,https://www.youtube.com/watch?v=suTQPjix2uA,News18 India,16:06,"7,674",Like,-1,30
175,बजट के बाद बोले मंत्री Pratap Singh Khachariyawas | Rajasthan Budget 2023,https://www.youtube.com/watch?v=ju0jp1Bi3xA,News 24,7:55,"73,568",1.3K,284,21
176,Budget 2023 Explained | Madan Gowri | Tamil News | MG,https://www.youtube.com/watch?v=JuQcg-PGKPM,ABP NEWS,1:04:05,"551,419",19K,1763,30
177,Union Budget 2023 By Akshay Cholke || BUDGET 2023 || Nirmala Sitharaman || Budget By Akshay Cholke,https://www.youtube.com/watch?v=9QDTSEnzKUs,The Hindu,,"17,420",2.3K,9,29
178,Episode 5: Vantage with Palki Sharma | India Budget 2023: Decoding the five big takeaways,https://www.youtube.com/watch?v=xs2aK-RY0DQ,India Today,2:43:13,"430,779",5.8K,417,30
179,Union Budget 2023: Foreign Direct Investments Stay Robust | Economic Survey Highlights,https://www.youtube.com/watch?v=z5HsER3oAIM,TIMES NOW,1:44:43,"5,977",30,4,30
180,UNION BUDGET INDIA 2023-24 FOR JAMMU & KASHMIR | PAKISTANI REACTION ON INDIA | SANA AMJAD,https://www.youtube.com/watch?v=MKp--cUwvdM,NDTV,18:24,"186,339",3.9K,1903,28
181,Budget 2023: These STOCKS will give MASSIVE RETURNS after Union Budget 2023 | Harsh Goela,https://www.youtube.com/watch?v=TZiw5lrwHTs,ABP NEWS,10:42,"38,817",1.7K,452,36
182,Budget 2023 | Nirmala Sitharaman Speech Today: Income Tax Benefits For Startups | Union Budget 2023,https://www.youtube.com/watch?v=iGnOhEcXs_g,Sana Amjad,16:15,"6,361",48,2,30
183,Finance Minister Sitharaman's Reply | General Discussion on Union Budget 2023-24 in Lok Sabha,https://www.youtube.com/watch?v=VUG0sm94-2E,Anuj Jindal,9:08,"18,266",278,28,21
184,Politics of the budget which rides 3 engines of Modi-BJP politics yet cuts taxes for the richest,https://www.youtube.com/watch?v=WIDn2Kmtt6w,The Quint,28:46,"236,731",3.8K,834,30
185,Top 5 Biggest Challenges for FM Nirmala Sitaraman in Union Budget 2023 | UPSC,https://www.youtube.com/watch?v=leK4E-EyMm0,ABP NEWS,19:00,"34,551",1.6K,40,31
186,"Budget 2023 | नए बजट में क्या महंगा...क्या सस्ता, देखिए और भी बहुत कुछ बदला | #TV9D",https://www.youtube.com/watch?v=LBlepA5WE8Q,TV9 Telugu Live,21:00,"47,041",447,13,29
187,Budget 2023: No Tax On Income Till Rs 7 Lakh A Year In New Tax Regime,https://www.youtube.com/watch?v=C2KVl10kbzw,Bharatiya Janata Party,20:12,"87,067",740,170,30
188,Union Budget 2023- 24 Analysis | UPSC Economy | Highlights,https://www.youtube.com/watch?v=vOicXsxGP9c,First India News,17:45,"56,046",1.9K,40,30
189,Indian Budget 2023 | ABCD of Budget | Part 3 | Complete Detailed Analysis | UPSC 2023 | Madhukar Sir,https://www.youtube.com/watch?v=1bqwhP5jArU,Madan Gowri,,"12,499",1.2K,14,25
190,Top Industry Leaders Discuss Budget 2023 Expectations & Key Growth Drivers Of Indian Economy,https://www.youtube.com/watch?v=isvJCLyIgE8,Saarthi Education Aurangabad,23:11,"1,741",33,0,82
191,Unpacking the Union Budget 2023,https://www.youtube.com/watch?v=iHpREExdYuU,Backstage with Millionaires,25:53,"18,666",68,1,29
192,"Budget 2023: Sitharaman Proposes Change In Tax Structure, Income Tax Rebate limit raised To ₹7 Lakh",https://www.youtube.com/watch?v=xt_bdVT90NA,Firstpost,13:18,"50,735",377,127,30
193,WATCH Parliament Budget Session LIVE: Union Budget 2023-24 | Budget News Updates | Breaking News,https://www.youtube.com/watch?v=KGk6AU_gm8I,India Today,11:38:40,"136,790",709,13,31
194,Union Budget 2023: Some Lesser-Known Facts You Should Know,https://www.youtube.com/watch?v=8w3-iNzxvAA,Sana Amjad,2:30:36,"16,143",58,6,30
195,Union Budget 2023 : Money 9 के Director Anshuman Tiwari से समझिये Budget की ABCD | Tax,https://www.youtube.com/watch?v=idNRxpkJ0_Q,Goela School of Finance LLP,12:27,"3,615",25,2,30
196,"Budget 2023 में Income Tax में बड़ी राहत का ऐलान, 7 लाख तक नहीं देना होगा टैक्स | Nirmala Sitharaman",https://www.youtube.com/watch?v=D_us6F6Lfog,CNN-News18,13:18,"146,269",1.3K,193,30
197,BUDGET 2023: Will Modi Government’s Massive Capex Infusion Help Tackle India’s Unemployment Crisis?,https://www.youtube.com/watch?v=6t5FRaUiEs0,Sansad TV,5:53,"4,472",44,24,27
198,Union Budget 2023-24 Highlights In Kannada | Complete Details About Budget 2023 | Income Tax Rates,https://www.youtube.com/watch?v=I4eBnYJeQKM,ThePrint,21:00,"14,344",328,9,28
199,"Breaking News: Huge Relief Middle Class In New Regime, As Union Budget 2023 Reduces Income Tax",https://www.youtube.com/watch?v=iQroPqnlT_k,StudyIQ IAS,16:01,"77,266",819,411,30
200,Budget 2023 | Finance Minister Nirmala Sitharaman Tables Economic Survey In The Parliament,https://www.youtube.com/watch?v=215HRfUfUkA,TV9 Bharatvarsh,14:57,"16,141",96,20,31
201,Budget 2023 Updates | Finance Minister Nirmala Sitharaman On Personal Income Tax | News18,https://www.youtube.com/watch?v=c3mvy198AFE,NDTV,2:30:36,"61,387",406,227,30
202,Budget 2023: Finance Minister Nirmala Sitharaman Calls On President Murmu Ahead Of Budget Speech,https://www.youtube.com/watch?v=3KUFWI3rJjY,StudyIQ IAS,2:46,"2,778",12,2,30
203,FM Nirmala Sitharaman Exclusive | Decoding Union Budget 2023 & What It Means For Indian Economy,https://www.youtube.com/watch?v=C0goB8QkCC0,Exam रस,22:14,"15,746",213,23,28
204,Union Budget 2023-24 | Key Highlights and Full Analysis | UPSC CSE 2023,https://www.youtube.com/watch?v=L6XDmDGEUBU,CNBC-TV18,41:18,"116,227",5K,429,30
205,Key Terms to know to understand Union Budget 2023-24 | UPSC Economy,https://www.youtube.com/watch?v=zEiAmffM2NI,The Indian Express,9:14,"90,747",4.2K,62,32
206,PM Modi Speech LIVE: Union Budget 2023 News Updates | PM Modi On Budget | LIVE News,https://www.youtube.com/watch?v=7-QXmH25zww,CNBC-TV18,14:49,"37,738",396,45,30
207,🔴 Stock Market Updates Live: आज कहां करें इन्वेस्ट| Business & Finance| 2 March | Budget 2023 Live,https://www.youtube.com/watch?v=LgINo4CmfUA,India Today,55:31,"275,073",1.5K,1,1
208,Before Budget 2023 How much will markets grow? What's the trigger for Indian market? | Anil Singhvi,https://www.youtube.com/watch?v=TCvMTtyIA18,India Today,22:39,"8,416",122,0,58
209,"Budget 2023 : नया टैक्स स्लैब Vs पुराना टैक्स स्लैब, किसको कितना फ़ायदा ? | Income Tax",https://www.youtube.com/watch?v=3Hy6somI4Rk,TV9 Bharatvarsh,17:36,"115,717",690,110,30
210,LIVE | Union Budget 2023 | Finance Minister Nirmala Sitharaman presents the Budget in Parliament,https://www.youtube.com/watch?v=FEpCjiIK5Ig,Aaj Tak,45:30,"18,471",211,12,30
211,"Budget 2023: भारत के बजट को लेकर पाकिस्तान में मची खलबली, ये रिपोर्ट देखिए",https://www.youtube.com/watch?v=zLShtKuULd0,India Today,6:08,"11,342",95,10,31
212,Union Budget 2023-24 | Key Highlights and Detailed Analysis by Vibhas Jha Sir | Part 1 | UPSC,https://www.youtube.com/watch?v=2r8Dpb5VFuQ,ffreedom App - Money (Kannada),1:53:52,"54,700",2.2K,86,28
213,Budget 2023-24 Updates LIVE - India Union Budget। Economic Survey | News24 | PM Modi,https://www.youtube.com/watch?v=XCbqFpCkqis,TIMES NOW,2:18:20,"10,475",106,2,30
214,Union Budget 2023 | Pre-Budget Discussion With HR Ranganath | Public TV,https://www.youtube.com/watch?v=XOJddA1GyIs,midday india,39:30,"128,686",1.1K,44,30
215,ബജറ്റ് സിംപ്ലിഫൈഡ്- പ്രത്യേക പരിപാടി | Union Budget 2023 | Budget Simplified | Mathrubhumi News,https://www.youtube.com/watch?v=_VIDUPMbGSc,CNN-News18,43:39,"7,901",113,5,30
216,Complete Analysis & Highlights of Economic Survey 2022-23 | UPSC Economy | Budget,https://www.youtube.com/watch?v=sxEL3TfEsZ4,India Today,1:51:19,"308,574",11K,176,31
217,Congress Press Conference LIVE On Union Budget 2023 | Budget Live Latest Update,https://www.youtube.com/watch?v=s0hgYSxpYp8,CNBC-TV18,2:41,"5,439",59,26,30
218,Union Budget 2023-24 Tamil | Simplified Key Terms to Know of Budget 2023 | Union Budget Summary,https://www.youtube.com/watch?v=iilfBBJFt7A,BYJU'S IAS,36:21,"10,667",239,9,30
219,"MP Budget 2023: Cabinet बैठक में Budget 2023-24 Pass, कैबिनेट ने बजट पर लगाई मुहर | Madhya Pradesh",https://www.youtube.com/watch?v=VyEON60yFYM,StudyIQ IAS,3:40,"11,807",176,4,2
220,Budget 2023: जानें आम बजट 2023 में क्या हुआ सस्ता और क्या महंगा | Budget 2023 - Kya Sasta Kya Mehnga,https://www.youtube.com/watch?v=RohLoMEc1es,India Today,5:01,"125,517",894,69,30
221,Union Budget 2023-24 Highlights || Budget 2023 Current Affairs || Budget 2023 By Aditya Dubey,https://www.youtube.com/watch?v=aamviHmhwgY,CNBC Awaaz.,39:30,"21,699",891,26,30
222,Union Budget 2023: Political reactions to India's first Budget of 'Amrit Kaal',https://www.youtube.com/watch?v=WtIE-ERApIQ,Zee Business,3:53,840,4,0,30
223,Budget 2023: इस बार Tax छूट में मिलेगी राहत? क्या है इस वक्त का सबसे बड़ा Demand ? | CNBC Awaaz,https://www.youtube.com/watch?v=Bd8gzM7111M,Aaj Tak,56:14,"14,482",143,57,98
224,Budget 2023 LIVE : FM Nirmala Sitharaman Live | Modi Govt Budget | Parliament Session | Hindi News,https://www.youtube.com/watch?v=_M6vUAIdSSg,ThePrint,2:21:06,"9,928",57,0,30
225,Union Budget 2023-24 | Agriculture Sector | Budgetary allocation & Schemes | By Kailash Tiwari,https://www.youtube.com/watch?v=qaVpC9VndOs,ABP NEWS,20:01,"14,339",601,25,30
226,"Budget 2023 में New Tax Slab का ऐलान, विशेषज्ञों से समझिए किसको क्या मिलेगा फ़ायदा ? | Income Tax",https://www.youtube.com/watch?v=oxEWkpNy1qY,NEXT IAS,12:32,"65,763",405,76,30
227,Union Budget 2023: Tax Relief For Middle Class? Expert Tax Panel Share Their Expectations,https://www.youtube.com/watch?v=9CmIka3PQXA,News 24,1:51:19,"11,486",31,7,30
228,Budget 2023: Will Salaried People Get Tax Benefit?,https://www.youtube.com/watch?v=oIyrzEI1Ga4,Public TV,8:33,"9,794",42,8,30
229,Zee Biz LIVE Budget 2023 1st February | New Tax Regime | Nirmala Sitharaman| Investment Tips | Adani,https://www.youtube.com/watch?v=FPOVdf7g4z0,Mathrubhumi News,10:05,"738,564",6.2K,18,30
230,Direction For Union Budget 2023 | In Depth Analysis of Budget Numbers By Madhusudan Kela | ET Now,https://www.youtube.com/watch?v=wGebEGXeKYM,StudyIQ IAS,1:22:30,"10,381",47,10,31
231,Making India a Global Tourist Hub | Incredible India Budget in 2023? | NewsX,https://www.youtube.com/watch?v=-g7rBsJfBbA,India Today,1:07:12,"9,406",57,19,33
232,Budget 2023 में आखिर भारत Afganistan को क्यों देगा 200 करोड़ रुपए? जानिए इसके पीछे की वजह,https://www.youtube.com/watch?v=0CIxIQq71hY,Adda247 Tamil,5:26,"74,264",824,112,28
233,Pre Budget Analysis | Union Budget 2023 | 01st February 2-23,https://www.youtube.com/watch?v=mOn8B30X7R4,Zee Madhya Pradesh Chhattisgarh,2:13:50,"26,646",338,2,30
234,Budget 2023 LIVE: हिंदी में सुनिए पूरा भाषण | Nirmala Sitharaman Full Speech In Hindi | Zee News,https://www.youtube.com/watch?v=nWGS9SO_Rr0,Jansatta,14:51,"59,551",504,9,30
235,Budget 2023-24 : Increase customs duty on silver to align with duty on gold and platinum - TV9,https://www.youtube.com/watch?v=xll_QuPgWAk,Oliveboard,21:00,"4,096",Like,1,30
236,Crypto News Today Hindi: Crypto Budget 2023 | Crypto Tax | Cryptocurrency Update| Nirmala Sitharaman,https://www.youtube.com/watch?v=i86HdOTYJU8,The Economic Times,1:22:14,"39,572",1.3K,174,30
237,Finance Expert Adarsh Explains The New Income Tax Slabs | Union Budget 2023 | Public TV,https://www.youtube.com/watch?v=SU3iFaPVkh4,CNBC Awaaz.,1:15:33,"260,955",1.2K,186,30
238,Countdown To Budget 2023 | Spotlight On Budget Expectations Of India Inc | CNBC-TV18,https://www.youtube.com/watch?v=jbk0f96M75Y,News18 India,24:11,"13,615",39,36,33
239,Indian Budget 2023 | ABCD of Budget | Part 4 | Complete Detailed Analysis | UPSC 2023 | Madhukar Sir,https://www.youtube.com/watch?v=ueGFbNuNnkc,"AgriBee - Agriculture Exams, Jobs in India",,"10,230",973,33,24
240,Budget 2023 | New Income Tax Slabs: How Much You Now Pay,https://www.youtube.com/watch?v=eT4c89FpQj8,Aaj Tak,18:53,"46,954",266,29,30
241,"Gold & Electronic Items Price Union Budget 2023-24 | Budget 2023 Cheaper, Costlier Items | @SakshiTV",https://www.youtube.com/watch?v=xxSO-rTL6ls,CNBC-TV18,6:45,"11,457",54,3,30
242,"Healthy India - Budget 2023: Ayush Ministry Allocation | 26 January, 2023",https://www.youtube.com/watch?v=EYlDez-LgHU,NDTV,39:30,"5,839",232,10,36
243,Union Budget 2023 पर क्या बोले AAP MP Sanjay Singh? | Aam Aadmi Party,https://www.youtube.com/watch?v=9VAVJWIEtCI,Zee Business,2:51,"84,565",2.6K,183,30
244,"PM Modi Hails Budget, Calls It ‘Foundation For Building Developed India’",https://www.youtube.com/watch?v=nW9FcFQIrzQ,ET NOW,17:16,"5,278",34,2,30
245,Budget 2023: What's In It For Gen Z? Your 10-Point Guide,https://www.youtube.com/watch?v=oeQfx3OqWDQ,NewsX,18:26,670,10,0,30
246,Union Budget 2023-24 HIGHLIGHTS | Union Budget 2023 Current Affairs by Sahil Madaan Sir,https://www.youtube.com/watch?v=HfN1DeICDUw,News Nation,15:55,"8,932",412,7,30
247,Budget 2023 : सरकारी कर्मचारियों को लेकर केंद्र सरकार का बहुत बड़ा कदम | Nirmala Sitharaman Speech,https://www.youtube.com/watch?v=mGcwzCXKlZA,Doordarshan National,8:01,"12,243",57,3,30
248,Live | FM Nirmala Sitharaman | Post-Budget Press Conference with Union Budget 2023 Team,https://www.youtube.com/watch?v=tTrkKGbaFtY,Zee News,1:15:33,"14,455",160,31,30
